acceptedNameUsageID,Scientific name,Depth0_Top,Depth0_Bottom,Depth0_midPoint,Depth1_Top,Depth1_Bottom,Depth1_midPoint,Lat0_Top,Lat0_Bottom,Lat0_midPoint,Lon0_Top,Lon0_Bottom,Lon0_midPoint,common size0_Top,common size0_Bottom,common size0_midPoint,max size0_Top,max size0_Bottom,max size0_midPoint,Temperature0_Top,Temperature0_Bottom,Temperature0_midPoint,Lon1_Top,Lon1_Bottom,Lon1_midPoint,max size1_Top,max size1_Bottom,max size1_midPoint,Lat1_Top,Lat1_Bottom,Lat1_midPoint,Depth2_Top,Depth2_Bottom,Depth2_midPoint,Temperature1_Top,Temperature1_Bottom,Temperature1_midPoint,Depth3_Top,Depth3_Bottom,Depth3_midPoint,max size2_Top,max size2_Bottom,max size2_midPoint,common size1_Top,common size1_Bottom,common size1_midPoint,common size2_Top,common size2_Bottom,common size2_midPoint,max size3_Top,max size3_Bottom,max size3_midPoint,spawning temperature0_Top,spawning temperature0_Bottom,spawning temperature0_midPoint,spawning temperature1_Top,spawning temperature1_Bottom,spawning temperature1_midPoint,spawning temperature2_Top,spawning temperature2_Bottom,spawning temperature2_midPoint,common size3_Top,common size3_Bottom,common size3_midPoint,common size4_Top,common size4_Bottom,common size4_midPoint,common size5_Top,common size5_Bottom,common size5_midPoint,spawning temparature0_Top,spawning temparature0_Bottom,spawning temparature0_midPoint,temperature0_Top,temperature0_Bottom,temperature0_midPoint,max size4_Top,max size4_Bottom,max size4_midPoint,max size5_Top,max size5_Bottom,max size5_midPoint
126787,Taractes rubescens,0,600,,,,,,,,,,,,,30,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126788,Taractichthys longipinnis,0,500,,42,200,,-35,60,,-98,21,,,,,,,,10,?,,,,,,,,-68,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126802,Caranx crysos,0,100,,,,,-26,46,,-97,32,,,,40,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126803,Caranx hippos,1,200,,1,350,,-35,45,,-98,14,,,,75,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126805,Caranx lugubris,3,380,,24,65,,-30,30,,-180,180,,,,70,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126807,Decapterus macarellus,40,200,,1,400,,-46,54,,-180,180,,,,30,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126809,Elagatis bipinnulata,1,150,,2,10,,-41,44,,-180,180,,,,90,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126811,Naucrates ductor,0,150,,0,300,,-43,61,,-180,180,,,,40,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126814,Selene dorsalis,20,100,,0,60,,-28,39,,,,,,,24,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126816,Seriola dumerili,1,385,,18,72,,-36,49,,-98,128,,,,100,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126818,Seriola rivoliana,3,250,,30,35,,-38,43,,-180,180,,,,90,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126820,Trachurus mediterraneus,5,250,,0,500,,16,50,,-20,43,,,,30,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126821,Trachurus picturatus,305,370,,,,,-41,45,,-32,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126822,Trachurus trachurus,0,1050,,100,200,,-38,67,,-26,42,,,,22,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126823,Trachurus trecae,20,300,,,,,-19,35,,-26,14,,,,,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126828,Spicara maena,30,90,,30,200,,28,47,,-19,42,,,,,,,21,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126830,Spicara smaris,,,,,,,20,47,,-19,42,,,,14,,,24.2,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126831,Centrolophus niger,300,700,,40,1050,,-55,68,,-180,180,,,,60,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126843,Pseudoscopelus altipinnis,30,2400,,50,1870,,-36,46,,-180,180,,,,10.1,,,20,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126845,Coryphaena equiselis,0,119,,0,400,,-48,48,,-180,180,,,50,,,,,24,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126846,Coryphaena hippurus,0,85,,5,10,,-40,50,,180,-180,,,,100,,,210,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126848,Echeneis naucrates,0,50,,,,,-45,45,,-180,180,,,,66,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126849,Phtheirichthys lineatus,1,100,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126851,Remora brachyptera,0,200,,,,,,,,,,,,,25,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126852,Remora osteochir,1,200,,1,100,,-45,42,,-180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126853,Remora remora,62,86,,0,200,,-36,60,,-180,180,,,,40,,,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126862,Gempylus serpens,0,200,,0,950,,-40,42,,-180,180,,,,60,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126863,Lepidocybium flavobrunneum,200,1100,,,,,-56,50,,-180,180,,,,150,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126864,Nealotus tripes,0,1646,,914,1646,,-35,47,,-180,180,,,,15,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126865,Nesiarchus nasutus,200,1200,,,,,-47,70,,-180,180,,,,80,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126866,Promethichthys prometheus,300,400,,80,800,,-36,50,,-180,180,,,,40,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126867,Ruvettus pretiosus,200,400,,18,1100,,-43,55,,-180,180,,,,150,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126949,Istiophorus albicans,0,200,,,,,-55,56,,-99,18,,,,240,,,315,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126950,Makaira nigricans,0,10,,0,1000,,-45,50,,-180,180,,,,290,,,500,22,31,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126952,Tetrapturus belone,0,200,,,,,30,46,,-6,36,,,,200,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126953,Tetrapturus georgii,0,200,,,,,-29,42,,-98,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126954,Tetrapturus pfluegeri,0,240,,,,,-35,40,,-98,17,,,,165,,,254,,,,,,,,,,-33,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126973,Lobotes surinamensis,0,70,,,,,-53,45,,-180,-154,,,,80,,,110,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126974,Luvarus imperialis,0,500,,0,200,,-25,60,,-180,180,,,,152,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126976,Dicentrarchus punctatus,30,?,,,,,10,51,,,,,,,30,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126989,Upeneus moluccensis,10,150,,,,,-27,35,,32,168,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126991,Nomeus gronovii,0,1000,,,,,-45,52,,-180,180,,,,,,,40,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126992,Psenes maculatus,0,1280,,,,,7,41,,-180,180,,,,,,,10,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126998,Polyprion americanus,42,1000,,150,500,,-55,70,,-82,179,,,,80,,,210,6,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127006,Rachycentron canadum,0,50,,0,1200,,-37,47,,-98,166,,,,110,,,200,17,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127014,Acanthocybium solandri,0,340,,0,12,,-48,59,,-180,180,,,,170,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127015,Auxis rochei,0,200,,,,,-51,61,,-180,180,,,,,,,,?,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127016,Auxis thazard,0,200,,,,,-51,61,,-180,180,,,,60,,,65,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127017,Euthynnus alletteratus,1,150,,,,,-30,56,,-92,42,,,,80,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127018,Katsuwonus pelamis,0,596,,0,260,,-47,63,,-180,180,,,,80,,,110,15,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,30,,20,25,,,,,,,,,,,,,,,,,,,,,,,,,
127019,Orcynopsis unicolor,,,,,,,-13,60,,-18,36,,,,90,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127020,Rastrelliger kanagurta,0,90,,,,,-36,38,,20,180,,,,25,,,42.1,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127021,Sarda sarda,0,200,,80,200,,-40,62,,-98,42,,,,50,,,91.4,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127023,Scomber scombrus,0,200,,0,1000,,30,75,,-77,42,,,,30,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127024,Scomberomorus commerson,0,200,,10,70,,-41,39,,-7,180,,,,120,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127025,Scomberomorus tritor,1,40,,20,25,,-19,45,,-24,14,,,,75,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127026,Thunnus alalunga,0,600,,,,,-50,60,,-180,180,,,,100,,,140,10,25,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127027,Thunnus albacares,1,250,,1,1602,,-20,20,,-180,180,,,,150,,,239,15,31,23.75,,,,,,,-50,50,,,,,,,,,,,,,,,,,,,,,,,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127028,Thunnus obesus,0,500,,0,1902,,-50,60,,-180,180,,,,180,,,250,17,22,,,,,,,,-48,52,,,,,13,29,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127029,Thunnus thynnus,0,100,,0,1015,,-58,69,,-99,42,,,,200,,,458,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,25.5,,22.6,27.5,,22.6,27.5,,,,,,,,,,,,,,,,,,,,,,
127068,Sphyraena sphyraena,0,100,,,,,-18,48,,-31,37,,82.6,93.2,,,,150,,,,,,,,,165,,,,,,,,,,,,,,,,33,76,,26,32.6,27.1,,,,,,,,,,,,,33.5,49.8,33.5,25,60,,,,60,,,,,,,,,,,,
127076,Stromateus fiatola,10,160,,10,70,,-34,48,,-18,36,,,,40,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127087,Benthodesmus simonyi,200,950,,,,,16,72,,-67,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127088,Lepidopus caudatus,50,750,,,,,-49,64,,-29,180,,,,117,,,210,,,,-180,-176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127089,Trichiurus lepturus,40,120,,100,350,,-54,49,,-114,180,,50,100,,,,234,,,,,,,,,234,,,,0,589,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127094,Xiphias gladius,0,100,,0,2878,,-50,69,,-180,180,,,,300,,,455,3.2,28.8,,,,,,,,,,,0,550,,18,22,,,,,,,,,,,,,,,,,24,,,24,?,Larvae,,,,,,,,,,,,,,,,,,,,,,,,
127254,Sebastes mentella,300,750,,300,1441,,41,79,,-67,35,,,,,,,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127268,Melamphaes microps,300,2516,,,,,-46,-27,Atlantic ,,,,,,,,,9.64,,,,,,,,,9.6,-47,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127282,Cyclothone acclinidens,300,1500,,0,4416,,-67,80,,-180,180,,,,,,,6.5,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127286,Cyclothone microdon,500,2700,,200,5301,,-45,67,,-180,180,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127288,Cyclothone pallida,600,1800,,16,4663,,-40,61,,-180,180,,,,,,,7.5,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127292,Diplophos taenia,15,650,,0,1594,,-30,40,,,,,,,20,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127293,Gonostoma atlanticum,,,,,,,-40,41,,-180,-110,,,,,,,6.6,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127297,Margrethia obtusirostra,200,500,Night,100,300,Day,-49,33,,-180,-154,,,,,,,8.3,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127299,Pollichthys mauli,300,600,,100,600,,-34,60,,-98,144,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127300,Polymetme corythaeola,400,1000,,165,800,,-48,66,,-180,180,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127303,Vinciguerria nimbaria,0,100,,200,400,,,,,,,,,,3.7,,,4.8,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127304,Vinciguerria poweriae,50,350,,300,600,,?,43,,,,,,,,,,4.3,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127307,Argyropelecus affinis,300,650,,1,3872,,-30,30,Western Atlantic,-180,180,,,,,,,,,,,,,,,,,-45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127309,Argyropelecus hemigymnus,100,700,,0,2400,,-56,60,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127312,Maurolicus muelleri,0,250,Day,270,1520,,-55,72,,-180,180,,,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127314,Sternoptyx diaphana,600,900,,300,1500,,?,52,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127316,Valenciennellus tripunctulatus,351,550,,100,1000,,-34,67,,-180,-117,,,,,,,3.1,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127322,Astronesthes gemmifer,0,2400,,,,,-32,62,,-180,-154,,,,,,,17,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127324,Astronesthes leucopogon,0,500,,,,,-30,41,,-7,-2,SE Atlantic,,,,,,12,,,,-42,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127326,Astronesthes micropogon,120,600,,,,,-26,35,,,,,,,,,,7,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127328,Astronesthes niger,0,500,,,,,20,43,Atlantic,,,,,,,,,16,,,,,,,,,,-36,-5,Atlantic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127335,Borostomias elucens,500,2500,,,,,-18,36,,-98,143,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127338,Chauliodus sloani,494,1000,,0,4700,,-56,70,,-180,180,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127348,Eustomias schmidti,50,150,,,,,-35,-30,,-180,-154,,,,,,,21.2,,,,-98,180,,,,,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127354,Idiacanthus fasciola,30,800,,0,2000,,-54,40,,-180,-150,,,,,,,4,,,,-85,180,,,,35,,,,,,,,,,,,,,,29,,,,,,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127355,Leptostomias gladiator,0,5000,,,,,-41,51,,-180,-154,,,,,,,37.3,,,,-98,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127373,Rhadinesthes decimus,0,4900,,,,,-46,65,,-180,180,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127374,Stomias boa,200,2173,,,,,-50,71,,-131,180,,,,,,,32,,,,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127378,Macroramphosus scolopax,50,350,adult,25,600,,-43,66,,-180,180,,,,12,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127396,Balistes punctatus,0,200,,0,50,,-17,32,,-26,14,,,,25,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127398,Canthidermis maculata,1,110,,,,,-18,46,,,,,,,35,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127399,Canthidermis sufflamen,5,70,,,,,-17,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127401,Diodon eydouxii,1,10,,,,,-37,31,,-180,-154,,,,,,,,,,,-50,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127403,Diodon hystrix,2,50,,,,,-31,35,,-180,180,,,,40,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127404,Masturus lanceolatus,0,670,,,,,-35,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127405,Mola mola,30,1515,,30,70,,-65,75,,-180,180,,,,,,,,12,25,,,,,,,,,,,30,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127406,Ranzania laevis,0,140,,,,,-55,71,,-180,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127407,Aluterus monoceros,1,80,,,,,-39,43,,-180,180,,,,40,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127414,Lagocephalus lagocephalus,10,1000,,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127420,Grammicolepis brachiusculus,500,700,,300,1016,,-37,42,,-80,180,,,,,,,64,,,,-180,-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127426,Zenopsis conchifer,200,300,,90,600,,-28,58,,,,,,,50,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151174,Scomber colias,0,300,,,,,-65,46,,-98,42,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151324,Sebastes norvegicus/ Sebastes marinus,100,1000,,100,500,,39,79,,-75,71,,,,45,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151482,Pomatomus saltatrix,0,200,,,,,-44,53,,-98,180,,,,60,,,130,14,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,26.8,,,,,,,,,,
154721,Balistes capriscus,30,50,,0,110,,-37,58,,-98,36,,,,44,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158508,Carcharhinus acronotus,9,64,,,,,-37,40,,-100,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158510,Rhizoprionodon terraenovae,0,280,,0,10,,-25,43,,-100,-32,,,,70,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158523,Etmopterus gracilispinis,70,480,pelagic,25,1200,,-45,40,,,,,,,,?,,33,,,,,,,?,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158530,Mobula hypostoma,0,100,,,,,-40,41,,-80,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158540,Pteroplatytrygon violacea,1,100,,1,381,,-50,52,,-180,180,,,,80,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158668,Alosa mediocris,,,,,,,25,46,,-82,-66,,,,34,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158669,Alosa pseudoharengus,5,145,,,,,34,55,,-93,-53,,,,30,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158691,Brevoortia tyrannus,0,50,,,,,30,46,,-81,-64,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158695,Opisthonema oglinum,0,3,,0,180,,-37,41,,-98,-33,,,,20,,,38,,,,,,,,,38,,,,0,50,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158736,Stomias affinis,0,3182,,,,,-39,35,,-180,180,,,,,,,20,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158812,Istiophorus platypterus,0,10,,0,500,,-43,50,,-180,180,,,,270,,,348,21,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
