acceptedNameUsageID,Scientific name,Test_dat,Family_ID,Genus_ID,DDepth_Top,DDepth_Bottom,DDepth_midPoint,NDepth_Top,NDepth_Bottom,NDepth_midPoint,Lat_Top,Lat_Bottom,Lat_no_top,Lat_no_bottom,Lon0_Top,Lon0_Bottom,Lon1_Top,Lon1_Bottom,Mat_M,Max_M,Av_M,Mat/Max_M,Mat_F,Max_F,Av_F,Mat/Max_F,Com/Mat_F,Generation_top,Generation_bottom,Generation_mid,Max_age_top,Max_age_bottom,Mature_age,Temperature_Top,Temperature_Bottom,Temperature_midPoint,Behavior_bottom,Behavior_top,Behavior_Average,Migration_Average,Depth_bottom,Depth_top,Depth_Average,Diel vertical migration,Food_Bottom,Food_Top,Food_Average,Habitat0_Bottom,Habitat0_Top,Habitat0_Average,Salinity0_Bottom,Salinity0_Top,Salinity0_Average,Temperature0_Top,Temperature0_Bottom,Temperature0_midPoint,Aggregation0_Top,Aggregation0_Average,Aggregation0_# records,Associate0_Average,Associate_Floating object,Associate_Large pelagics,Associate_Vegetatation,Associate_Coral,Associate_Floating object,Associate_Large pelagics/ship,Breeding_cycle,Breeding_relation,Reproduction,Egg&larvae,Distribution,Occurrence,Commercial importance,ICCAT Fisheries,LL,PS,Others,,IUCN,Stock status
126788,Taractichthys longipinnis,Y,125520,125928,0,500,121,0,500,121,-68,60,,,-98,21,,,,100,,,,100,,,,,,,,,,10,10,10,2.8,3.2,3,4,2,3,2.5,,2,2.6,2.266666667,2,3,2.5,2,2,2,2.6,2.6,2.6,1,3,2,,,,,,,,5.5,,,,,,3,Y,Y,,,1,1,
126802,Caranx crysos,Y,125523,125936,0,100,50,0,100,50,-26,46,,,-97,32,,,27.84,70,40,0.40,32.88,70,40,0.47,1.22,,,,,,,,,,3,3,3,,,,,,1.4,3,2.2,1,3,1.9,1,2,1.5,2.6,3,2.8,4,4,4,1.5,2,1.83,,Y,Y,,6,,3,1,,,4,Y,,Y,,1,1,1
126803,Caranx hippos,Y,125523,125936,0,350,100.5,0,350,100.5,-35,45,,,-98,14,,,,124,75,,72,124,75,0.58,1.04,,,,,,5.5,,,,3,3,3,3,1,1,1,,1.4,3,2.2,0,3,1.26875,0,2,1,2.6,2.6,2.6,1,4,2.5,1,1.5,1.25,Y,Y,,,,3,3,1,,4.25,3,Y,,,,1.125,1,1.25
126805,Caranx lugubris,Y,125523,125936,3,380,44.5,3,380,44.5,-30,30,,,-180,180,,,35,100,70,0.35,38,100,70,0.38,1.84,,,,,,,,,,2,2,2,3,,,,,3,3,3,1.5,3,2.175,2,2,2,2.6,2.6,2.6,4,4,4,1.5,1.5,1.50,,Y,,,,,3,1,,4,3,Y,,Y,,1,1,1
126806,Caranx rhonchus,,125523,125936,30,200,40,30,200,40,-22,39,,,,,,,22,60,35,0.37,22,60,35,0.37,1.59,,,,,,2,,,,1.7,3,2.233333333,,,,,,1.4,3.2,2.3,1,3,1.75,1,2,1.5,2.6,2.6,2.6,4,4,4,,,,,,,,,,3,1,5,3.5,2.5,,,,,1,1,1
126807,Decapterus macarellus,Y,125523,125937,0,400,100,0,400,100,-46,54,,,-180,180,,,,46,30,,24,46,30,0.52,1.25,,,,,,2,,,,2.8,3.2,3,,2,3,2.5,,1.8,1.8,1.8,2,3,2.3,2,2,2,2.6,2.6,2.6,4,4,4,,,,,,,,4,,3,1,,5,4,Y,,Y,Y,1,1,
126809,Elagatis bipinnulata,Y,125523,125938,0,150,6,0,150,6,-41,44,,,-180,180,,,,107,80,,64.6,107,80,0.60,1.24,,,,,,,,,,3,3,3,,2,2,2,,1.4,3.2,2.133333333,1.5,3,2,2,2,2,2.6,2.6,2.6,5,5,5,1.5,2.2,1.85,,Y,Y,,6,2,3,1,,4.25,4,Y,Y,Y,y,1,1,1
126811,Naucrates ductor,Y,125523,125940,0,300,75,0,300,75,-43,61,,,-180,180,,,,70,40,,,70,40,,,,,,,,,,,,3,3,3,,2,2,2,,1,3.2,1.58,1.5,3,2.166666667,2,2,2,2.6,2.6,2.6,,,,1.5,4.5,2.59,,Y,Y,Y,3.5,,3,1,,4,4,Y,Y,Y,,1,1,1
126814,Selene dorsalis,Y,125523,125943,0,100,30,0,100,30,-28,39,,,,,,,,40,24,,,40,24,,,,,,,,,,,,1,3,2,,,,,,2,3.2,2.6,1,3,1.825,1,2,1.5,2.6,2.6,2.6,4,4,4,,,,,,,,,,3,1,,4,4,Y,,Y,,1,1,1
126816,Seriola dumerili,Y,125523,125944,1,385,45,1,385,45,-36,49,,,-98,128,,,91.92,188,100,0.49,98.4,188,100,0.52,1.02,6,7,6.5,10,17,3.1,,,,1.7,3,2.35,3,,,,,1.4,3,2.2,1.3,3,1.828571429,2,2,2,2.6,2.6,2.6,1,4,2.666666667,1.5,4.3,2.30,,Y,Y,,4,2,3,1,,4.25,4,Y,Y,,Y,2.25,1,3.5
126818,Seriola rivoliana,Y,125523,125944,3,250,32.5,3,250,32.5,-38,43,,,-180,180,,,,160,90,,,160,85,,,,,,,,,,,,1.7,3,2.233333333,,,,,,1.4,3,2.2,1.5,2,1.75,2,2,2,2,2.6,2.3,3,3,3,1.5,2.2,1.73,,Y,Y,,,4,3,1,,4.25,4,Y,Y,Y,,1,1,1
126820,Trachurus mediterraneus,Y,125523,125946,0,500,127.5,0,500,127.5,16,50,,,-20,43,,,,60,30,,20,60,30,0.33,1.50,,,,,,1.4,,,,2,3.2,2.6,3,2,2,2,,2,3.2,2.85,2,3,2.5,1,2,1.5,2.6,2.6,2.6,4,4,4,,,,,,,,,,3,1,,4,4,N,,,,1,1,1
126821,Trachurus picturatus,Y,125523,125946,305,370,337.5,305,370,337.5,-41,45,,,-32,17,,,25,,,,24.7,,,,,,,,,,3.34,,,,1,3,2,3,,,,,1.8,2,1.9,2,3,2.4,2,2,2,2.6,2.6,2.6,4,4,4,2.2,2.2,2.20,,,Y,,,,3,1,,4.25,4,N,,,,1,1,1
126822,Trachurus trachurus,Y,125523,125946,0,1050,150,0,1050,150,-38,67,,,-26,42,,,21,70,22,0.30,24.3,70,22,0.35,0.91,11,12,11.5,7,8,2.9,,,,3,3,3,3,,,,,2,3,2.525,2,3,2.5,2,2,2,2.6,2.6,2.6,5,5,5,1.8,1.8,1.80,,,,,5,,3,1,,4,4,N,,,,2.666666667,3,2.333333333
126823,Trachurus trecae,Y,125523,125946,20,650,60,20,650,60,-19,35,,,-26,14,,,24.1,80,35,0.30,24.1,80,35,0.30,1.45,3,4,3.5,,,,15,22,18.5,2,2,2,,,,,,2,2,2,2,2.5,2.25,1,2,1.5,3,3,3,,,,,,,,,,,,,3,1,,,4,Y,,,Y,1.5,1,2
126828,Spicara maena,Y,125564,125949,30,200,60,30,200,60,28,47,,,-19,42,,,13.1,25,,0.52,11.5,21,,0.55,0.00,,,,,,2,,,,1,3,2,,,,,,1.8,1.8,1.8,1.2,2,1.6,2,2,2,2.6,2.6,2.6,,,,1,1,1.00,Y,,,,,3,3,3,5,4.5,,N,,,,1,1,1
126829,Spicara melanurus,,125564,125949,100,250,175,100,250,175,-18,18,,,,,,,,32.8,25,,,32.8,25,,,,,,,,,,,,3,3,3,,3,3,3,,,,,2,2,2,2,2,2,3,3,3,,,,,,,,,,,6,3,,,5,5,3,,,,,1,1,
126830,Spicara smaris,Y,125564,125949,15,328,92.5,15,328,92.5,20,47,,,-19,42,,,,24.2,14,,9.1,24.2,14,0.38,1.54,6,7,6.5,7,10,4.5,,,,1,3,2,,,,,,1.5,2,1.75,1.2,2,1.6,2,2,2,2.6,2.6,2.6,4,4,4,1,1,1.00,Y,,,,,3,3,3,5,4.25,3,N,,,,1,1,1
126831,Centrolophus niger,Y,125526,125950,40,1050,500,40,1050,500,-55,68,,,-180,180,,,,150,60,,,150,60,,,,,,,,,,,,1.7,3.2,2.64,,2,4,3.25,,1.6,3.2,2.25,2,3,2.4,2,2,2,2,2.4,2.2,4.5,4.5,4.5,1.8,2.2,1.93,,,Y,,,,,,,3,2,Y,Y,,Y,1,1,
126832,Hyperoglyphe perciformis,,125526,125951,,,,,,,24,48,,,,,,,,91,36,,,91,36,,,,,,,,,,,,3,3.2,3.1,,4,4,4,,1.5,3.2,2.325,1.3,3,2.32,2,2,2,2,2,2,4,4,4,2.2,2.2,2.20,,,Y,,4,,,,,,4,,,,,1,1,
126833,Schedophilus medusophagus,,125526,125952,200,900,440,200,900,440,30,64,,,,,,,,55,,,,55,,,,,,,,,,,,,2.8,3,2.9,,3,4,3.5,,1.6,1.6,1.6,3,3,3,2,2,2,2.6,2.6,2.6,,,,1.8,1.8,1.80,,,,,,,,,,4.25,2,,,,,1,1,
126834,Schedophilus ovalis,,125526,125952,70,700,360,70,700,360,-16,52,,,,,,,,100,60,,,100,60,,,,,,,,,,,,2,3.2,2.6,,2,4,3,,,,,2,2.2,2.1,2,2,2,2.6,2.6,2.6,,,,1.8,1.8,1.80,,,,,,,,,,,,,,,,0,,
126843,Pseudoscopelus altipinnis,Y,125529,125958,30,2400,960,30,2400,960,-45,46,,,-180,180,,,,20,,,,20,10.1,,,,,,,,,,,,2.5,3,2.766666667,,3,4,3.5,,,,,3,3,3,2,2,2,2.6,3,2.866666667,,,,,,,,,,,,,,,6,4,,,,,,1,1,
126845,Coryphaena equiselis,Y,125531,125960,0,400,59.5,0,400,59.5,-48,48,,,-180,180,,,22,146,50,0.15,,75,50,,,,,,,,0.29,24,24,24,3,3,3,3.5,,,,,2.6,3.2,2.9,2,3,2.5,2,2,2,2.6,3,2.8,4,4,4,2.2,2.2,2.20,,,Y,,6,,3,1,,4,2.5,Y,Y,Y,,1,1,1
126846,Coryphaena hippurus,Y,125531,125960,0,85,7.5,0,85,7.5,-40,50,,,180,-180,,,96.48,210,100,0.46,66.96,210,100,0.32,1.49,,,1.7,2,4,0.54,21,30,25.5,3,3,3,3.5,,,,,1.8,3.2,2.42,2,3,2.666666667,1,2,1.5,2,3,2.533333333,4,4,4,2.2,2.2,2.20,,,Y,,5.5,,3,1,,4.5,4,Y,Y,Y,Y,1.125,1,1.25
126848,Echeneis naucrates,Y,125533,125962,0,85,35,0,85,35,-45,45,,,-180,180,,,,110,66,,,110,66,,,,,,,,,,,,3,3,3,,1,1,1,,1,3.2,2.3,1.3,3,1.96,1,2,1.5,2,3,2.533333333,,,,1.5,4.5,3.19,,Y,,Y,,,,,,4.5,,Y,,Y,,1,1,1
126849,Phtheirichthys lineatus,Y,125533,125963,0,100,25,0,100,25,,,,,,,,,,76,,,,76,,,,,,,,,,,,,3,3,3,3,,,,,,,,2,3,2.5,2,2,2,2.6,3,2.8,,,,2.8,3,2.90,,,,Y,,,,,,3,,Y,,Y,,1,1,1
126850,Remora australis,,125533,125964,1,50,25,1,50,25,,,,,,,,,,76,,,,76,,,,,,3,18,43,1,,,,3,3,3,3,,,,,1,1,1,2,3,2.5,2,2,2,2.4,3,2.666666667,,,,4,4,4.00,,,,Y,,,,,6,3.333333333,,,,,,1,1,1
126851,Remora brachyptera,Y,125533,125964,0,200,100,0,200,100,,,,,,,,,,50,25,,,50,25,,,,,,,,,,,,3,3.2,3.1,3,2,2,2,,,,,2,3,2.5,2,2,2,2.4,3,2.666666667,,,,3,3.2,3.05,,,,Y,,,,,,4,,Y,,Y,,1,1,1
126852,Remora osteochir,Y,125533,125964,1,200,50,1,200,50,-45,42,,,-180,180,,,,40,,,13.9,40,,0.35,0.00,,,,,,,,,,3,3,3,3,,,,,1.3,1.3,1.3,2,3,2.5,2,2,2,2,3,2.5,,,,3,3,3.00,,,,Y,,2,3,,,4,,Y,,Y,,1,1,1
126853,Remora remora,Y,125533,125964,0,200,74,0,200,74,-36,60,,,-180,180,,,,86.4,40,,,86.4,40,,,,,,,,,,,,,,3,,,,,,1.3,1.3,1.3,1.5,3,2.166666667,2,2,2,2.4,3,2.666666667,,,,1.5,4.5,2.90,,Y,,Y,,,,,,4,3,Y,,Y,,1,1,1
126855,Erythrocles monodi,,125534,125966,50,300,195,50,300,195,-17,34,,,,,,,,65,40,,,65,40,,,,,,,,,,,,1.7,3,2.35,,4,4,4,,1.8,1.8,1.8,2,2,2,2,2,2,3,3,3,4,4,4,1.5,2,1.67,,,,,,,3,,1,3,2,,,,,1,1,
126856,Epigonus constanciae,,125535,125967,200,742,300,200,742,300,-29,46,-6,11,,,,,,19.7,,,,19.7,,,,,,,,,,,,,1.2,2,1.725,,3,4,3.5,,,,,2.5,2.5,2.5,2,2,2,,,,4,4,4,,,,,,,,,,,,1,2,,,,,,1,1,
126861,Diplospinus multistriatus,,125535,125968,50,1000,525,100,200,150,-38,42,,,,,,,,33,20,,16,33,20,0.48,1.25,,,,,,,,,,2,3,2.675,2,3,3,3,Y,2,3.2,2.6,2,3,2.5,2,2,2,2.4,3,2.7,4,4,4,,,,,,,,6,,3,1,6,3.5,3,,,,,1,1,
126862,Gempylus serpens,Y,125536,125970,0,950,100,0,950,100,-40,42,,,-180,180,,,43,100,60,0.43,50,100,60,0.50,1.20,,,,,,,,,,2.8,3.2,2.975,3,2,4,3,Y,1,3.2,2.571428571,2,3,2.5,2,2,2,2,3,2.533333333,1,1,1,,,,,,,,6,,3,1,,4,2.5,Y,Y,Y,,1,1,1
126863,Lepidocybium flavobrunneum,Y,125536,125971,200,1100,650,200,1100,650,-56,50,,,-180,180,,,,200,150,,,200,150,,,,,,,,,,,,2,3,2.5,3,4,4,4,,2,3,2.766666667,2,3,2.375,2,2,2,2,3,2.5,,,,,,,,,,,,,,,,4,4,Y,Y,,,1.75,1,2.5
126864,Nealotus tripes,Y,125536,125972,0,1646,1280,0,1646,1280,-35,47,,,-180,180,,,15,25,15,0.60,15,25,15,0.60,1.00,,,,,,,,,,2.5,3.2,2.85,2.5,2,4,3,Y,2,3.2,2.75,2,3,2.5,2,2,2,2,3,2.5,,,,,,,,,,,,,3,1,5.5,4.25,1,,,,,1,1,1
126865,Nesiarchus nasutus,Y,125536,125973,200,1200,700,200,1200,700,-47,70,,,-180,180,,,,130,80,,,130,80,,,,,,,,,,,,2,2.8,2.4,2,3,4,3.5,Y,2,3,2.533333333,2,3,2.575,2,2,2,2,3,2.533333333,,,,,,,,,,,6,,3,1,,4,,Y,Y,,,1,1,1
126866,Promethichthys prometheus,Y,125536,125974,80,800,350,80,800,350,-36,50,,,-180,180,,,,100,40,,39.5,100,40,0.40,1.01,,,,,,4,,,,2,3,2.54,2.5,3,3,3,Y,2,3,2.5,2,3,2.5,2,2,2,2.4,3,2.666666667,,,,,,,,,,,6,,3,1,5,4.25,1.5,N,,,,1,1,1
126867,Ruvettus pretiosus,Y,125536,125975,18,1100,300,18,1100,300,-43,55,,,-180,180,,,,300,150,,,300,150,,,,,,,,,,,,2,3,2.5,3,3,3,3,,2,3,2.533333333,2,3,2.466666667,2,2,2,2,3,2.5,1,2,1.5,,,,,,,,,,,,,4,2,Y,Y,,,1,1,1
126949,Istiophorus albicans,Y,125539,126012,0,200,100,0,200,100,-55,56,,,-99,18,,,,315,240,,160.2,315,240,0.51,1.50,,,,,,,21,28,24.5,3,3.2,3.1,4,2,2,2,,1.4,3,2.2,2,3,2.5,2,2,2,2,3,2.5,4,4,4,,,,,,,,,,,,,,,Y,Y,Y,,1,1,
126950,Makaira nigricans,Y,125539,126013,0,1000,5,0,1000,5,-45,50,,,-180,180,,,130,357.1428571,210,0.36,180,357.1428571,246,0.50,1.37,,,,,,,22,31,27.25,3,3.2,3.1,3.5,2,2,2,,2.5,3,2.766666667,2,3,2.5,2,2,2,2,3,2.533333333,1,1,1,,,,,,,,5,,,,,,4,Y,Y,Y,Y,2.666666667,3,2.333333333
126952,Tetrapturus belone,Y,125539,126014,0,200,100,0,200,100,30,46,,,-6,36,,,,240,200,,,240,200,,,,,,,,,,,,2.8,3.2,3,2.833333333,2,4,3,Y,2.5,3.2,2.98,2,3,2.5,2,2,2,2.6,2.6,2.6,2,2,2,,,,,,,,4,,,,,4.25,2.5,Y,Y,Y,Y,1,1,1
126953,Tetrapturus georgii,Y,125539,126014,0,200,100,0,200,100,-29,42,,,-98,18,,,,184,,,,181,,,,,,,,,,,,,3,3,3,3.5,,,,,,,,2,3,2.5,2,2,2,2.6,3,2.8,,,,,,,,,,,,,,,,,2,Y,Y,,,0,0,
126954,Tetrapturus pfluegeri,Y,125539,126014,0,240,100,0,240,100,-33,44,,,-98,17,,,,254,165,,,254,165,,,,,,,,1,,,,3,3.2,3.1,3.5,2,2,2,,2.6,3,2.8,2,3,2.333333333,2,2,2,2.6,2.6,2.6,,,,,,,,,,,1.5,,,,,4,2,Y,Y,Y,,1,1,1
126955,Kyphosus incisor,,125540,126015,1,15,8,1,15,8,-34,42,,,,,,,,108,45,,,108,45,,,,,,,,,,,,,,,,1,1,1,,1.2,1.2,1.2,1.5,1.5,1.5,2,2,2,2.6,2.6,2.6,,,,1.5,2,1.67,,Y,Y,,,,,,,,,,,,,0,,
126973,Lobotes surinamensis,Y,125543,126027,0,70,35,0,70,35,-53,45,,,-180,-154,-98,180,29,110,80,0.26,48.5,110,80,0.44,1.65,,,,,,1,,,,2,3,2.5,3,,,,,1.4,3.2,2.3,1,2,1.575,1,2,1.5,2.6,3,2.8,,,,2,2.2,2.10,,Y,Y,,4.5,,,,,4.25,,Y,,Y,,1,1,1
126974,Luvarus imperialis,Y,125544,126028,0,500,100,0,500,100,-25,60,,,-180,180,,,,200,152,,,200,152,,,,,,,,,,,,2.8,3.2,3,3,2,3,2.333333333,,1.6,1.6,1.6,2,3,2.5,2,2,2,2,3,2.533333333,1,1,1,,,,,,,,4,,,,,3,,Y,Y,Y,,1,1,
126976,Dicentrarchus punctatus,Y,125545,126029,1,30,30,1,30,30,10,51,,,,,,,,70,30,,,70,30,,,,,,,,,,,,2,3,2.5,,,,,,1.5,3,2.316666667,0,2,0.825,0.5,2,1.166666667,2.6,2.6,2.6,,,,,,,,,,,,,,,,4,4,N,,,,1,1,
126989,Upeneus moluccensis,Y,125547,126036,10,150,65,10,150,65,-27,35,,,32,168,,,14,22.5,18,0.62,14,22.5,18,0.62,1.29,,,3.3,5,6,1,,,,,,,,,,,,,,,1.5,2.2,1.925,1,2,1.5,2.6,2.6,2.6,5,5,5,1.5,1.5,1.50,,Y,,,,,,,,4,3,,,,,1,1,1
126990,Cubiceps gracilis,,125548,126037,0,100,37,0,100,37,12,30,,,,,,,,107,18,,,107,18,,,,,,,,,,,,2.8,3.2,3,3,2,3,2.5,,1.6,1.6,1.6,1.3,3,2.275,2,2,2,2,2.6,2.333333333,3,3,3,,,,,,,,,,,,,3.75,1,,,,,1,1,
126991,Nomeus gronovii,Y,125548,126038,0,1000,600,0,1000,600,-45,52,,,-180,180,,,,40,,,,40,,,,,,,,,,,,,1,3.2,2.4,,,,,,1.6,1.8,1.666666667,2,3,2.5,2,2,2,2,3,2.5,,,,1.8,2,1.90,,,Y,,,,,,6,4,1,,,,,1,1,
126992,Psenes maculatus,Y,125548,126039,0,1280,640,0,1280,640,7,41,,,-180,180,,,,30,,,,30,,,,,,,,,,,,,2.8,3.2,3,3,2,4,3,,,,,3,3,3,1,2,1.5,2,2.6,2.366666667,,,,1.8,1.8,1.80,,,,,,,,,6,3,,,,,,1,1,
126993,Psenes pellucidus,,125548,126039,0,1000,500,0,1000,500,24,42,,,,,,,,80,,,,80,,,,,,,,,,,,,1,3.2,2.233333333,2,2,4,3,Y,1.8,3.2,2.5,2.5,3,2.7,2,2,2,2.4,3,2.666666667,,,,1.8,6,3.27,,,Y,,,,,,6,4,,,,,,1,1,
126994,Howella brodiei,,267023,126040,305,1830,165,0,100,50,,,,,,,,,,7.9,,,,7.9,,,,,,,,,,,,,2.5,3,2.8,2.5,3,4,3.5,Y,,,,3,3,3,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,0,,
126995,Howella sherborni,,267023,126040,26,950,490,26,950,490,,,,,,,,,,8,,,,8,,,,,,,,,,,,,2.5,3,2.75,,4,4,4,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,0,,
126998,Polyprion americanus,Y,125552,126043,40,1000,237.5,40,1000,237.5,-55,70,,,-82,179,,,75,210,80,0.36,78,210,80,0.37,1.03,,,,,,,6,16.3,11.15,1,1,1,3,,,,,2,3.2,2.716666667,2,3,2.5,2,2,2,,,,1,1,1,2.2,2.2,2.20,,,Y,,4,3,,,4,,4,Y,Y,,,2,0,2
127006,Rachycentron canadum,Y,125556,126050,0,1200,25,0,1200,25,-37,47,,,-98,166,,,63,200,110,0.32,80,200,110,0.40,1.38,4,5,4.5,9,14,2.7,17,32,24.5,3,3,3,3,,,,,2,3.6,2.616666667,1,3,1.757142857,1,2,1.5,2.6,3,2.8,3,3,3,1,2.2,1.55,Y,Y,Y,,4,4,3,1,,4,4,Y,Y,,Y,1,1,1
127014,Acanthocybium solandri,Y,125559,126056,0,340,7.5,0,340,7.5,-48,59,,,-180,180,,,101.5,208.3333333,170,0.49,101,208.3333333,170,0.48,1.68,3,5,4,5,9,1.77,,,,3,3.2,3.1,3,2,2,2,,2.6,3,2.92,2,3,2.5,2,2,2,2.6,3,2.8,1,4.5,2.833333333,2.2,2.2,2.20,,,Y,,4.5,,3,1,,4,3,Y,Y,Y,,1,1,1
127015,Auxis rochei,Y,125559,126057,0,200,10,0,200,10,-51,61,,,-180,180,,,,50,,,35,50,,0.70,0.00,,,,,,1,28,28,28,3,3,3,3.5,,,,,1.4,3.2,2.227272727,2,3,2.5,1,2,1.5,2,3,2.5,4,4,4,2.2,2.2,2.20,,,Y,,6,,3,1,,4.5,4,Y,Y,,Y,1,1,1
127016,Auxis thazard,Y,125559,126057,0,200,50,0,200,50,-51,61,,,-180,180,,,30,62,60,0.48,33,62,60,0.53,1.82,,,,,,,27,28,27.5,3,3.2,3.1,3.5,2,2,2,,1.8,3.2,2.35,2,3,2.5,2,2,2,2.6,2.6,2.6,,,,,,,,,,,6,,3,1,,4.5,4,Y,Y,Y,Y,1,1,1
127017,Euthynnus alletteratus,Y,125559,126058,1,150,75,1,150,75,-30,56,,,-92,42,,,42,100,66.66666667,0.42,42.5,100,66.66666667,0.43,1.57,,,4,5,6,2.5,,,,3,3,3,3.5,,,,,1.4,3.2,2.1,1.3,3,1.95,1,2,1.5,2.6,3,2.8,4,4,4,1.5,5,3.25,,Y,,,5.33,,3,1,,4,3,Y,Y,,Y,1.125,1,1.25
127018,Katsuwonus pelamis,Y,125559,126059,0,596,147.5,0,596,147.5,-47,63,,,-180,180,,,,111,80,,41.3,111,80,0.37,1.94,3,4,3.5,4,7,1.75,15,30,21,3,3,3,3.5,2,2,2,,1.5,3,2.32,2,3,2.333333333,2,2,2,2,3,2.466666667,4,4,4,2.2,5,3.37,,,Y,Y,6,,3,1,,,4,Y,Y,Y,Y,1.583333333,1,2.166666667
127019,Orcynopsis unicolor,Y,125559,126060,0,100,4,0,100,4,-13,60,,,-18,36,,,45,130,90,0.35,43.5,130,90,0.33,2.07,,,,,,2,,,,3,3.2,3.1,3,2,2,2,,3,3.2,3.133333333,2,3,2.5,1,2,1.5,2,2.6,2.3,4,4,4,2.2,5,3.60,,,Y,,4,,3,1,,,3,Y,,,Y,1,1,1
127020,Rastrelliger kanagurta,Y,125559,126061,0,90,55,0,90,55,-36,38,,,20,180,,,20,36,25,0.56,20,42.1,25,0.48,1.25,,,,,,0.56,,,,3,3,3,3,,,,,1.2,1.8,1.725,1.1,3,1.742857143,2,2,2,3,3,3,5,5,5,,,,,,,,5,,3,1,,4,4,,,,,0,0,
127021,Sarda sarda,Y,125559,126062,0,200,140,0,200,140,-40,62,,,-98,42,,,39,91.4,50,0.43,38,91.4,50,0.42,1.32,,,,,,,12,27,19.5,3,3.2,3.1,3,2,2,2,,1.4,3.2,2.685714286,1,3,2,1,2,1.5,2.6,2.6,2.6,4,4,4,,,,,,,,4,,3,1,,4.5,4,Y,Y,,Y,1,1,1
127023,Scomber scombrus,Y,125559,126063,0,1000,100,0,1000,100,30,75,,,-77,42,,,28,66,36,0.42,28.7,66,36,0.43,1.25,3.5,20,6.5,12,18,1.93,,,,3,3.2,3.1,3,2,2,2,,1.8,3.2,2.5,2,3,2.333333333,1,2,1.5,2,2,2,5,5,5,,,,,,,,5,,3,1,,4.5,4,Y,Y,,,1.5,1,2
127024,Scomberomorus commerson,Y,125559,126064,0,200,40,0,200,40,-41,39,,,-7,180,,,,240,120,0.00,75.2,240,120,0.31,1.60,8,9,8.5,10,22,2.5,,,,3,3,3,2.5,1,3,2,,2.2,3.2,2.9,1.5,3,2,1,2,1.5,3,3,3,1,4,2.5,1.5,1.5,1.50,,Y,,,4,4,3,1,,4,4,Y,Y,,,2.25,2,2.5
127025,Scomberomorus tritor,Y,125559,126064,1,40,22.5,1,40,22.5,-19,45,,,-24,14,,,35,100,75,0.35,34,100,75,0.34,2.21,,,,,,,,,,3,3,3,3,,,,,3.2,3.2,3.2,2,3,2.333333333,1,2,1.5,2.4,3,2.7,4,4,4,,,,,,,,4,,3,1,,,3,Y,,Y,,1,1,
127026,Thunnus alalunga,Y,125559,126065,0,600,300,0,600,300,-50,60,,,-180,180,,,,140,100,0.00,86,140,100,0.61,1.16,6,10,8,8,16,3.75,10,25,15.9,2.8,3.2,3,3,2,3,2.333333333,Y,2,3,2.533333333,2,3,2.5,2,2,2,2,3,2.533333333,,,,2,3,2.67,,,Y,Y,5.5,,3,1,,5,4,Y,Y,Y,Y,1.5,1,2
127027,Thunnus albacares,Y,125559,126065,1,1602,125,1,1602,125,-50,50,,,-180,180,,,69,239,150,0.29,97.6,239,150,0.41,1.54,2.2,5,3.6,4,18,1.74,15,31,23.75,2.8,3.2,3,3.5,2,3,2.5,,2,3,2.533333333,2,3,2.666666667,1,2,1.5,2.6,3,2.8,4,4,4,2.2,4,3.10,,,Y,Y,5.5,,3,1,,4,4,Y,Y,Y,Y,1.25,1,1.5
127028,Thunnus obesus,Y,125559,126065,0,1902,250,0,1902,250,-50,60,,,-180,180,,,,236,180,0.00,115.5,236,180,0.49,1.56,4.4,5,7,8,17,3.5,13,29,20.25,3,3,3,3.5,,,,,2,3.2,2.6,2,3,2.5,2,2,2,2.6,2.6,2.6,4,4,4,2.2,3,2.60,,,Y,Y,5.5,,3,1,,,4,Y,Y,Y,Y,2.375,3,1.75
127029,Thunnus thynnus,Y,125559,126065,0,1015,50,0,1015,50,-58,69,,,-99,42,,,112.5,458,200,0.25,109,458,200,0.24,1.83,7,19,10,35,50,7.25,1,30,23.75,3,3,3,3.5,,,,,1.8,3.2,2.8,2,3,2.5,1,2,1.5,2.6,2.6,2.6,4,4,4,2.8,3,2.96,,,,Y,4.5,,3,1,,,4,Y,Y,Y,Y,3.375,4,2.75
127030,Scombrolabrax heterolepis,,125560,126066,100,1375,1200,100,1375,1200,-35,39,,,,,,,,30,,,,30,,,,,,,,,,,,,2,2.8,2.4,3,3,4,3.333333333,,,,,2,3,2.557142857,2,2,2,2.6,3,2.8,,,,,,,,,,,,,,,5,2.833333333,1.5,,,,,1.5,1,2
127067,Sphyraena chrysotaenia,,125565,126084,1,50,25,1,50,25,-33,30,,,,,,,17.3,32.2,,0.54,19.3,32.2,,0.60,,,,,,,,,,,3,3,3,,,,,,,,,2,2,2,2,2,2,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,0,,
127068,Sphyraena sphyraena,Y,125565,126084,0,100,25,0,100,25,-18,48,,,-31,37,,,26.7,165,60,0.16,27.6,165,52,0.17,1.88,,,,,,,,,,1,3.2,2.4,2,2,2,2,,2,3,2.625,2,2,2,2,2,2,2.6,2.6,2.6,4,4,4,2.8,2.8,2.80,,,,,4,,3,1,,,3,N,,,,1.333333333,1,1.666666667
